period_end,org_code,org_name,nhse_region_code,nhse_region_name,ics_code,staff_group,leavers_hc,joiners_hc,denom_start_hc,denom_end_hc,leavers_fte,denom_end_fte,leaver_rate
202412,QHG,"NHS Bedfordshire, Luton and Milton Keynes ICB",Y61,East of England,QHG,"Support to doctors, nurses & midwives",,,2.0,2.0,,1.36,
202412,QHL,NHS Birmingham and Solihull ICB,Y60,Midlands,QHL,Nurses & health visitors,2.0,2.0,76.0,76.0,2.0,69.58853,0.02631578947368421
202412,QHM,NHS North East and North Cumbria ICB,Y63,North East and Yorkshire,QHM,Nurses & health visitors,1.0,16.0,135.0,135.0,0.6,114.30534,0.007407407407407408
202412,QHM,NHS North East and North Cumbria ICB,Y63,North East and Yorkshire,QHM,"Support to doctors, nurses & midwives",,,2.0,2.0,,2.0,
202412,QJ2,NHS Derby and Derbyshire ICB,Y60,Midlands,QJ2,Nurses & health visitors,,2.0,21.0,21.0,,19.02667,
202412,QJG,NHS Suffolk and North East Essex ICB,Y61,East of England,QJG,Nurses & health visitors,,3.0,100.0,100.0,,87.04,
202412,QJG,NHS Suffolk and North East Essex ICB,Y61,East of England,QJG,"Support to doctors, nurses & midwives",,,1.0,1.0,,1.0,
202412,QJK,NHS Devon ICB,Y58,South West,QJK,Nurses & health visitors,,,61.0,61.0,,52.89335,
202412,QJK,NHS Devon ICB,Y58,South West,QJK,"Support to doctors, nurses & midwives",,,4.0,4.0,,3.8,
202412,QJM,NHS Lincolnshire ICB,Y60,Midlands,QJM,Nurses & health visitors,,2.0,57.0,57.0,,53.10667,
202412,QJM,NHS Lincolnshire ICB,Y60,Midlands,QJM,"Support to doctors, nurses & midwives",,,1.0,1.0,,1.0,
202412,QK1,"NHS Leicester, Leicestershire and Rutland ICB",Y60,Midlands,QK1,Nurses & health visitors,1.0,,22.0,22.0,0.8,18.69333,0.045454545454545456
202412,QK1,"NHS Leicester, Leicestershire and Rutland ICB",Y60,Midlands,QK1,"Support to doctors, nurses & midwives",,,15.0,15.0,,14.02667,
202412,QKK,NHS South East London ICB,Y56,London,QKK,Nurses & health visitors,5.0,1.0,73.0,73.0,2.63999,63.94333,0.0684931506849315
202412,QKK,NHS South East London ICB,Y56,London,QKK,"Support to doctors, nurses & midwives",,,4.0,4.0,,2.0,
202412,QKS,NHS Kent and Medway ICB,Y59,South East,QKS,Nurses & health visitors,1.0,2.0,70.0,70.0,0.6,65.24,0.014285714285714285
202412,QM7,NHS Hertfordshire and West Essex ICB,Y61,East of England,QM7,Nurses & health visitors,1.0,2.0,55.0,55.0,0.8,49.84,0.01818181818181818
202412,QM7,NHS Hertfordshire and West Essex ICB,Y61,East of England,QM7,"Support to doctors, nurses & midwives",,,4.0,4.0,,3.6,
202412,QMF,NHS North East London ICB,Y56,London,QMF,Nurses & health visitors,,2.0,33.0,33.0,,30.70667,
202412,QMJ,NHS North Central London ICB,Y56,London,QMJ,Nurses & health visitors,,4.0,33.0,33.0,,32.49333,
202412,QMM,NHS Norfolk and Waveney ICB,Y61,East of England,QMM,Nurses & health visitors,1.0,1.0,91.0,91.0,1.0,82.35999,0.01098901098901099
202412,QNC,NHS Staffordshire and Stoke-on-Trent ICB,Y60,Midlands,QNC,Nurses & health visitors,,,25.0,25.0,,17.61999,
202412,QNC,NHS Staffordshire and Stoke-on-Trent ICB,Y60,Midlands,QNC,"Support to doctors, nurses & midwives",,,4.0,4.0,,4.0,
202412,QNQ,NHS Frimley ICB,Y59,South East,QNQ,Nurses & health visitors,2.0,,38.0,38.0,0.42666,32.52666,0.05263157894736842
202412,QNX,NHS Sussex ICB,Y59,South East,QNX,Nurses & health visitors,,2.0,158.0,158.0,,135.40666,
202412,QOC,"NHS Shropshire, Telford and Wrekin ICB",Y60,Midlands,QOC,Nurses & health visitors,,2.0,50.0,50.0,,41.56347,
202412,QOC,"NHS Shropshire, Telford and Wrekin ICB",Y60,Midlands,QOC,"Support to doctors, nurses & midwives",,3.0,75.0,75.0,,64.78001,
202412,QOP,NHS Greater Manchester ICB,Y62,North West,QOP,Nurses & health visitors,1.0,4.0,196.0,196.0,0.5,178.71333,0.00510204081632653
202412,QOQ,NHS Humber and North Yorkshire ICB,Y63,North East and Yorkshire,QOQ,Nurses & health visitors,6.0,,119.0,119.0,6.0,106.58001,0.05042016806722689
202412,QOQ,NHS Humber and North Yorkshire ICB,Y63,North East and Yorkshire,QOQ,"Support to doctors, nurses & midwives",,,18.0,18.0,,14.3,
202412,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB",Y58,South West,QOX,Nurses & health visitors,2.0,,69.0,69.0,1.13333,62.83999,0.028985507246376812
202412,QPM,NHS Northamptonshire ICB,Y60,Midlands,QPM,Nurses & health visitors,,,25.0,25.0,,24.13333,
202412,QPM,NHS Northamptonshire ICB,Y60,Midlands,QPM,"Support to doctors, nurses & midwives",,,1.0,1.0,,0.88,
202412,QR1,NHS Gloucestershire ICB,Y58,South West,QR1,Nurses & health visitors,3.0,,69.0,69.0,2.2,57.65333,0.043478260869565216
202412,QR1,NHS Gloucestershire ICB,Y58,South West,QR1,"Support to doctors, nurses & midwives",,,8.0,8.0,,6.6,
202412,QRL,NHS Hampshire and Isle of Wight ICB,Y59,South East,QRL,Nurses & health visitors,5.0,2.0,131.0,131.0,4.8,119.66,0.03816793893129771
202412,QRV,NHS North West London ICB,Y56,London,QRV,Nurses & health visitors,2.0,6.0,96.0,96.0,2.0,90.54667,0.020833333333333332
202412,QSL,NHS Somerset ICB,Y58,South West,QSL,Nurses & health visitors,,,57.0,57.0,,49.19516,
202412,QSL,NHS Somerset ICB,Y58,South West,QSL,"Support to doctors, nurses & midwives",,,4.0,4.0,,4.0,
202412,QT1,NHS Nottingham and Nottinghamshire ICB,Y60,Midlands,QT1,Nurses & health visitors,1.0,,58.0,58.0,1.0,53.40667,0.017241379310344827
202412,QT1,NHS Nottingham and Nottinghamshire ICB,Y60,Midlands,QT1,"Support to doctors, nurses & midwives",,,1.0,1.0,,1.0,
202412,QT6,NHS Cornwall and the Isles of Scilly ICB,Y58,South West,QT6,Nurses & health visitors,,3.0,47.0,47.0,,37.35334,
202412,QU9,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB",Y59,South East,QU9,Nurses & health visitors,3.0,1.0,69.0,69.0,2.4,60.668,0.043478260869565216
202412,QUA,NHS Black Country ICB,Y60,Midlands,QUA,Nurses & health visitors,1.0,,84.0,84.0,0.6,75.13014,0.011904761904761904
202412,QUE,NHS Cambridgeshire and Peterborough ICB,Y61,East of England,QUE,Nurses & health visitors,,1.0,72.0,72.0,,64.96001,
202412,QUY,"NHS Bristol, North Somerset and South Gloucestershire ICB",Y58,South West,QUY,Nurses & health visitors,,3.0,77.0,77.0,,67.20667,
202412,QVV,NHS Dorset ICB,Y58,South West,QVV,Nurses & health visitors,1.0,,81.0,81.0,1.0,65.44668,0.012345679012345678
202412,QVV,NHS Dorset ICB,Y58,South West,QVV,"Support to doctors, nurses & midwives",,,7.0,7.0,,2.6,
202412,QWE,NHS South West London ICB,Y56,London,QWE,Nurses & health visitors,3.0,,51.0,51.0,1.8,48.15333,0.058823529411764705
202412,QWE,NHS South West London ICB,Y56,London,QWE,"Support to doctors, nurses & midwives",,,5.0,5.0,,5.0,
202412,QWO,NHS West Yorkshire ICB,Y63,North East and Yorkshire,QWO,Nurses & health visitors,,2.0,148.0,148.0,,126.99923,
202412,QWO,NHS West Yorkshire ICB,Y63,North East and Yorkshire,QWO,"Support to doctors, nurses & midwives",,1.0,6.0,6.0,,3.4565,
202412,QWU,NHS Coventry and Warwickshire ICB,Y60,Midlands,QWU,Nurses & health visitors,2.0,1.0,71.0,71.0,1.4,63.04667,0.028169014084507043
202412,QXU,NHS Surrey Heartlands ICB,Y59,South East,QXU,Nurses & health visitors,2.0,2.0,49.0,49.0,2.0,45.40667,0.04081632653061224
202412,QYG,NHS Cheshire and Merseyside ICB,Y62,North West,QYG,Nurses & health visitors,2.0,1.0,204.0,204.0,2.0,181.84268,0.00980392156862745
202412,QYG,NHS Cheshire and Merseyside ICB,Y62,North West,QYG,"Support to doctors, nurses & midwives",,1.0,88.0,88.0,,80.488,
202412,R0A,Manchester University NHS Foundation Trust,Y62,North West,QOP,Nurses & health visitors,80.0,48.0,9439.0,9439.0,68.63654,8693.913,0.008475474096832292
202412,R0A,Manchester University NHS Foundation Trust,Y62,North West,QOP,"Support to doctors, nurses & midwives",62.0,58.0,6155.0,6155.0,53.56533,5350.83478,0.01007311129163282
202412,R0B,South Tyneside and Sunderland NHS Foundation Trust,Y63,North East and Yorkshire,QHM,Nurses & health visitors,29.0,9.0,3319.0,3319.0,21.98186,3017.7219,0.008737571557698103
202412,R0B,South Tyneside and Sunderland NHS Foundation Trust,Y63,North East and Yorkshire,QHM,"Support to doctors, nurses & midwives",19.0,26.0,2301.0,2301.0,13.53334,1899.11361,0.008257279443720122
202412,R0D,University Hospitals Dorset NHS Foundation Trust,Y58,South West,QVV,Nurses & health visitors,21.0,16.0,2718.0,2718.0,19.62666,2442.27445,0.00772626931567329
202412,R0D,University Hospitals Dorset NHS Foundation Trust,Y58,South West,QVV,"Support to doctors, nurses & midwives",32.0,21.0,2449.0,2449.0,25.64665,2082.75926,0.013066557778685178
202412,R1A,Herefordshire and Worcestershire Health and Care NHS Trust,Y60,Midlands,QGH,Nurses & health visitors,16.0,9.0,1472.0,1472.0,13.06666,1274.22288,0.010869565217391304
202412,R1A,Herefordshire and Worcestershire Health and Care NHS Trust,Y60,Midlands,QGH,"Support to doctors, nurses & midwives",13.0,11.0,1471.0,1471.0,9.19999,1216.90716,0.008837525492861998
202412,R1D,Shropshire Community Health NHS Trust,Y60,Midlands,QOC,Nurses & health visitors,6.0,1.0,777.0,777.0,4.41333,645.61115,0.007722007722007722
202412,R1D,Shropshire Community Health NHS Trust,Y60,Midlands,QOC,"Support to doctors, nurses & midwives",1.0,6.0,367.0,367.0,1.0,294.92744,0.0027247956403269754
202412,R1F,Isle of Wight NHS Trust,Y59,South East,QRL,Nurses & health visitors,5.0,4.0,729.0,729.0,3.43334,678.10981,0.006858710562414266
202412,R1F,Isle of Wight NHS Trust,Y59,South East,QRL,"Support to doctors, nurses & midwives",9.0,5.0,691.0,691.0,7.88,598.14543,0.013024602026049204
202412,R1H,Barts Health NHS Trust,Y56,London,QMF,Nurses & health visitors,47.0,46.0,5594.0,5594.0,44.1536,5267.7111,0.008401859134787273
202412,R1H,Barts Health NHS Trust,Y56,London,QMF,"Support to doctors, nurses & midwives",32.0,31.0,3344.0,3344.0,26.78667,3048.26278,0.009569377990430622
202412,R1K,London North West University Healthcare NHS Trust,Y56,London,QRV,Nurses & health visitors,31.0,26.0,3089.0,3089.0,27.25332,2960.37144,0.010035610229847848
202412,R1K,London North West University Healthcare NHS Trust,Y56,London,QRV,"Support to doctors, nurses & midwives",15.0,22.0,2289.0,2289.0,13.27733,2133.58236,0.00655307994757536
202412,R1L,Essex Partnership University NHS Foundation Trust,Y61,East of England,QH8,Nurses & health visitors,15.0,23.0,2001.0,2001.0,12.8,1830.0169,0.0074962518740629685
202412,R1L,Essex Partnership University NHS Foundation Trust,Y61,East of England,QH8,"Support to doctors, nurses & midwives",22.0,22.0,1845.0,1845.0,19.01333,1625.28147,0.011924119241192412
202412,RA2,Royal Surrey County Hospital NHS Foundation Trust,Y59,South East,QXU,Nurses & health visitors,11.0,5.0,1488.0,1488.0,9.79333,1370.92837,0.00739247311827957
202412,RA2,Royal Surrey County Hospital NHS Foundation Trust,Y59,South East,QXU,"Support to doctors, nurses & midwives",14.0,23.0,1061.0,1061.0,11.91013,932.81724,0.013195098963242224
202412,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,Y58,South West,QUY,Nurses & health visitors,44.0,31.0,4075.0,4075.0,36.65333,3626.59067,0.010797546012269938
202412,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,Y58,South West,QUY,"Support to doctors, nurses & midwives",44.0,32.0,3176.0,3176.0,36.77,2701.75078,0.013853904282115869
202412,RA9,Torbay and South Devon NHS Foundation Trust,Y58,South West,QJK,Nurses & health visitors,9.0,6.0,1613.0,1613.0,7.02,1393.03633,0.005579665220086794
202412,RA9,Torbay and South Devon NHS Foundation Trust,Y58,South West,QJK,"Support to doctors, nurses & midwives",22.0,17.0,1828.0,1828.0,17.48401,1499.55513,0.012035010940919038
202412,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Y63,North East and Yorkshire,QWO,Nurses & health visitors,11.0,14.0,1842.0,1842.0,9.65334,1662.2483,0.005971769815418024
202412,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Y63,North East and Yorkshire,QWO,"Support to doctors, nurses & midwives",15.0,22.0,1686.0,1686.0,10.82666,1438.85045,0.008896797153024912
202412,RAJ,Mid and South Essex NHS Foundation Trust,Y61,East of England,QH8,Nurses & health visitors,47.0,29.0,4794.0,4794.0,42.29332,4380.02614,0.00980392156862745
202412,RAJ,Mid and South Essex NHS Foundation Trust,Y61,East of England,QH8,"Support to doctors, nurses & midwives",51.0,12.0,4269.0,4269.0,40.62,3685.75071,0.011946591707659873
202412,RAL,Royal Free London NHS Foundation Trust,Y56,London,QMJ,Nurses & health visitors,30.0,28.0,3384.0,3384.0,26.47333,3205.61004,0.008865248226950355
202412,RAL,Royal Free London NHS Foundation Trust,Y56,London,QMJ,"Support to doctors, nurses & midwives",22.0,35.0,2555.0,2555.0,18.15999,2347.81338,0.008610567514677104
202412,RAN,Royal National Orthopaedic Hospital NHS Trust,Y56,London,QRV,Nurses & health visitors,6.0,4.0,475.0,475.0,5.45333,438.60662,0.01263157894736842
202412,RAN,Royal National Orthopaedic Hospital NHS Trust,Y56,London,QRV,"Support to doctors, nurses & midwives",4.0,2.0,397.0,397.0,3.0,360.64757,0.010075566750629723
202412,RAP,North Middlesex University Hospital NHS Trust,Y56,London,QMJ,Nurses & health visitors,14.0,15.0,1512.0,1512.0,10.91334,1408.26863,0.009259259259259259
202412,RAP,North Middlesex University Hospital NHS Trust,Y56,London,QMJ,"Support to doctors, nurses & midwives",17.0,22.0,1348.0,1348.0,13.98667,1206.20242,0.012611275964391691
202412,RAS,Hillingdon Hospitals NHS Foundation Trust,Y56,London,QRV,Nurses & health visitors,8.0,6.0,1033.0,1033.0,7.64,968.66942,0.007744433688286544
202412,RAS,Hillingdon Hospitals NHS Foundation Trust,Y56,London,QRV,"Support to doctors, nurses & midwives",6.0,15.0,867.0,867.0,5.4,794.93457,0.006920415224913495
202412,RAT,North East London NHS Foundation Trust,Y56,London,QMF,Nurses & health visitors,29.0,34.0,2463.0,2463.0,24.74666,2267.73195,0.011774259033698742
202412,RAT,North East London NHS Foundation Trust,Y56,London,QMF,"Support to doctors, nurses & midwives",15.0,17.0,1778.0,1778.0,11.53999,1536.63567,0.00843644544431946
202412,RAX,Kingston and Richmond NHS Foundation Trust,Y56,London,QWE,Nurses & health visitors,6.0,6.0,1499.0,1499.0,4.49334,1374.8023,0.004002668445630421
202412,RAX,Kingston and Richmond NHS Foundation Trust,Y56,London,QWE,"Support to doctors, nurses & midwives",15.0,8.0,1182.0,1182.0,12.77333,1043.85252,0.012690355329949238
202412,RBD,Dorset County Hospital NHS Foundation Trust,Y58,South West,QVV,Nurses & health visitors,2.0,9.0,1013.0,1013.0,2.0,912.02767,0.0019743336623889436
202412,RBD,Dorset County Hospital NHS Foundation Trust,Y58,South West,QVV,"Support to doctors, nurses & midwives",9.0,11.0,909.0,909.0,8.24,779.41557,0.009900990099009901
202412,RBK,Walsall Healthcare NHS Trust,Y60,Midlands,QUA,Nurses & health visitors,6.0,14.0,1637.0,1637.0,4.41333,1454.62349,0.0036652412950519244
202412,RBK,Walsall Healthcare NHS Trust,Y60,Midlands,QUA,"Support to doctors, nurses & midwives",15.0,17.0,1254.0,1254.0,11.95999,1080.51088,0.011961722488038277
202412,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Y62,North West,QYG,Nurses & health visitors,14.0,10.0,1743.0,1743.0,12.05334,1553.91523,0.008032128514056224
202412,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Y62,North West,QYG,"Support to doctors, nurses & midwives",33.0,14.0,1768.0,1768.0,27.96399,1485.54434,0.018665158371040724
202412,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,Y62,North West,QYG,Nurses & health visitors,24.0,22.0,3009.0,3009.0,21.04,2737.01994,0.007976071784646061
202412,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,Y62,North West,QYG,"Support to doctors, nurses & midwives",40.0,41.0,2825.0,2825.0,32.96,2374.45131,0.01415929203539823
202412,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,Y62,North West,QYG,Nurses & health visitors,7.0,,663.0,663.0,6.5512,618.69309,0.010558069381598794
202412,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,Y62,North West,QYG,"Support to doctors, nurses & midwives",1.0,3.0,362.0,362.0,1.0,320.20201,0.0027624309392265192
202412,RBS,Alder Hey Children's NHS Foundation Trust,Y62,North West,QYG,Nurses & health visitors,12.0,10.0,1437.0,1437.0,9.77334,1309.091,0.008350730688935281
202412,RBS,Alder Hey Children's NHS Foundation Trust,Y62,North West,QYG,"Support to doctors, nurses & midwives",6.0,10.0,882.0,882.0,5.34666,757.79805,0.006802721088435374
202412,RBT,Mid Cheshire Hospitals NHS Foundation Trust,Y62,North West,QYG,Nurses & health visitors,7.0,5.0,1585.0,1585.0,6.14667,1401.63147,0.004416403785488959
202412,RBT,Mid Cheshire Hospitals NHS Foundation Trust,Y62,North West,QYG,"Support to doctors, nurses & midwives",23.0,17.0,1715.0,1715.0,17.96,1383.82613,0.013411078717201166
202412,RBV,Christie NHS Foundation Trust,Y62,North West,QOP,Nurses & health visitors,10.0,12.0,937.0,937.0,9.52,863.06399,0.010672358591248666
202412,RBV,Christie NHS Foundation Trust,Y62,North West,QOP,"Support to doctors, nurses & midwives",8.0,25.0,909.0,909.0,7.81067,825.20791,0.0088008800880088
202412,RC9,Bedfordshire Hospitals NHS Foundation Trust,Y61,East of England,QHG,Nurses & health visitors,17.0,17.0,2540.0,2540.0,15.48,2363.51189,0.0066929133858267716
202412,RC9,Bedfordshire Hospitals NHS Foundation Trust,Y61,East of England,QHG,"Support to doctors, nurses & midwives",25.0,22.0,2149.0,2149.0,18.89333,1900.70452,0.011633317822242903
202412,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,Y63,North East and Yorkshire,QOQ,Nurses & health visitors,22.0,15.0,2500.0,2500.0,17.17333,2200.04475,0.0088
202412,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,Y63,North East and Yorkshire,QOQ,"Support to doctors, nurses & midwives",59.0,30.0,2681.0,2681.0,48.50667,2213.0589,0.022006713912719134
202412,RCD,Harrogate and District NHS Foundation Trust,Y63,North East and Yorkshire,QOQ,Nurses & health visitors,16.0,7.0,1994.0,1994.0,13.37334,1708.9411,0.00802407221664995
202412,RCD,Harrogate and District NHS Foundation Trust,Y63,North East and Yorkshire,QOQ,"Support to doctors, nurses & midwives",20.0,14.0,1371.0,1371.0,16.37334,1126.44792,0.014587892049598834
202412,RCF,Airedale NHS Foundation Trust,Y63,North East and Yorkshire,QWO,Nurses & health visitors,8.0,6.0,910.0,910.0,6.58667,800.13996,0.008791208791208791
202412,RCF,Airedale NHS Foundation Trust,Y63,North East and Yorkshire,QWO,"Support to doctors, nurses & midwives",9.0,18.0,959.0,959.0,6.52,794.28771,0.009384775808133473
202412,RCU,Sheffield Children's NHS Foundation Trust,Y63,North East and Yorkshire,QF7,Nurses & health visitors,5.0,4.0,1162.0,1162.0,4.32,991.26728,0.004302925989672977
202412,RCU,Sheffield Children's NHS Foundation Trust,Y63,North East and Yorkshire,QF7,"Support to doctors, nurses & midwives",13.0,15.0,1163.0,1163.0,8.50667,916.96665,0.01117798796216681
202412,RCX,Queen Elizabeth Hospital King's Lynn NHS Foundation Trust,Y61,East of England,QMM,Nurses & health visitors,12.0,8.0,1074.0,1074.0,10.74667,998.76334,0.0111731843575419
202412,RCX,Queen Elizabeth Hospital King's Lynn NHS Foundation Trust,Y61,East of England,QMM,"Support to doctors, nurses & midwives",17.0,16.0,1160.0,1160.0,14.98666,970.13164,0.014655172413793103
202412,RD1,Royal United Hospitals Bath NHS Foundation Trust,Y58,South West,QOX,Nurses & health visitors,14.0,7.0,1888.0,1888.0,10.8,1663.76157,0.007415254237288136
202412,RD1,Royal United Hospitals Bath NHS Foundation Trust,Y58,South West,QOX,"Support to doctors, nurses & midwives",14.0,14.0,1433.0,1433.0,9.85333,1185.94343,0.009769713886950453
202412,RD8,Milton Keynes University Hospital NHS Foundation Trust,Y61,East of England,QHG,Nurses & health visitors,3.0,6.0,1188.0,1188.0,1.52,1050.79326,0.0025252525252525255
202412,RD8,Milton Keynes University Hospital NHS Foundation Trust,Y61,East of England,QHG,"Support to doctors, nurses & midwives",16.0,13.0,968.0,968.0,15.00001,822.88402,0.01652892561983471
202412,RDE,East Suffolk and North Essex NHS Foundation Trust,Y61,East of England,QJG,Nurses & health visitors,20.0,26.0,3525.0,3525.0,17.32665,3117.77322,0.005673758865248227
202412,RDE,East Suffolk and North Essex NHS Foundation Trust,Y61,East of England,QJG,"Support to doctors, nurses & midwives",30.0,43.0,2948.0,2948.0,23.41333,2468.39925,0.0101763907734057
202412,RDR,Sussex Community NHS Foundation Trust,Y59,South East,QNX,Nurses & health visitors,13.0,4.0,1666.0,1666.0,11.01574,1368.26239,0.0078031212484993995
202412,RDR,Sussex Community NHS Foundation Trust,Y59,South East,QNX,"Support to doctors, nurses & midwives",12.0,13.0,1455.0,1455.0,9.49333,1181.01314,0.008247422680412371
202412,RDU,Frimley Health NHS Foundation Trust,Y59,South East,QNQ,Nurses & health visitors,26.0,30.0,3275.0,3275.0,23.75999,3042.01795,0.007938931297709924
202412,RDU,Frimley Health NHS Foundation Trust,Y59,South East,QNQ,"Support to doctors, nurses & midwives",21.0,25.0,2081.0,2081.0,15.2,1839.58088,0.010091302258529554
202412,RDY,Dorset Healthcare University NHS Foundation Trust,Y58,South West,QVV,Nurses & health visitors,18.0,14.0,1886.0,1886.0,13.28667,1557.94051,0.009544008483563097
202412,RDY,Dorset Healthcare University NHS Foundation Trust,Y58,South West,QVV,"Support to doctors, nurses & midwives",24.0,19.0,1977.0,1977.0,17.54562,1577.56748,0.012139605462822459
202412,REF,Royal Cornwall Hospitals NHS Trust,Y58,South West,QT6,Nurses & health visitors,17.0,10.0,1737.0,1737.0,12.52999,1518.14894,0.00978698906160046
202412,REF,Royal Cornwall Hospitals NHS Trust,Y58,South West,QT6,"Support to doctors, nurses & midwives",25.0,29.0,1681.0,1681.0,20.38666,1461.84976,0.0148720999405116
202412,REM,Liverpool University Hospitals NHS Foundation Trust,Y62,North West,QYG,Nurses & health visitors,43.0,26.0,4176.0,4176.0,38.68,3855.18087,0.010296934865900383
202412,REM,Liverpool University Hospitals NHS Foundation Trust,Y62,North West,QYG,"Support to doctors, nurses & midwives",38.0,42.0,3509.0,3509.0,30.32,3038.37724,0.010829296095753777
202412,REN,Clatterbridge Cancer Centre NHS Foundation Trust,Y62,North West,QYG,Nurses & health visitors,5.0,3.0,506.0,506.0,5.0,477.86666,0.009881422924901186
202412,REN,Clatterbridge Cancer Centre NHS Foundation Trust,Y62,North West,QYG,"Support to doctors, nurses & midwives",3.0,4.0,487.0,487.0,2.4,431.44271,0.006160164271047228
202412,REP,Liverpool Women's NHS Foundation Trust,Y62,North West,QYG,Nurses & health visitors,6.0,,476.0,476.0,5.53333,425.88665,0.012605042016806723
202412,REP,Liverpool Women's NHS Foundation Trust,Y62,North West,QYG,"Support to doctors, nurses & midwives",9.0,8.0,382.0,382.0,6.65332,326.61328,0.02356020942408377
202412,RET,Walton Centre NHS Foundation Trust,Y62,North West,QYG,Nurses & health visitors,7.0,3.0,434.0,434.0,5.38,400.22031,0.016129032258064516
202412,RET,Walton Centre NHS Foundation Trust,Y62,North West,QYG,"Support to doctors, nurses & midwives",3.0,4.0,328.0,328.0,2.68,278.44004,0.009146341463414634
202412,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Y56,London,QMF,Nurses & health visitors,13.0,13.0,2590.0,2590.0,12.61333,2424.92645,0.005019305019305019
202412,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Y56,London,QMF,"Support to doctors, nurses & midwives",21.0,30.0,2159.0,2159.0,17.82665,1948.01348,0.009726725335803613
202412,RFF,Barnsley Hospital NHS Foundation Trust,Y63,North East and Yorkshire,QF7,Nurses & health visitors,6.0,4.0,1221.0,1221.0,5.08,1089.84018,0.004914004914004914
202412,RFF,Barnsley Hospital NHS Foundation Trust,Y63,North East and Yorkshire,QF7,"Support to doctors, nurses & midwives",14.0,9.0,1238.0,1238.0,11.42667,1042.39411,0.011308562197092083
202412,RFR,Rotherham NHS Foundation Trust,Y63,North East and Yorkshire,QF7,Nurses & health visitors,20.0,3.0,1370.0,1370.0,16.40453,1180.96995,0.014598540145985401
202412,RFR,Rotherham NHS Foundation Trust,Y63,North East and Yorkshire,QF7,"Support to doctors, nurses & midwives",19.0,9.0,1251.0,1251.0,13.05333,1009.336,0.015187849720223821
202412,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Y60,Midlands,QJ2,Nurses & health visitors,6.0,3.0,1364.0,1364.0,4.81333,1173.3059,0.004398826979472141
202412,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Y60,Midlands,QJ2,"Support to doctors, nurses & midwives",18.0,7.0,1224.0,1224.0,13.94666,980.32513,0.014705882352941176
202412,RGD,Leeds and York Partnership NHS Foundation Trust,Y63,North East and Yorkshire,QWO,Nurses & health visitors,6.0,7.0,866.0,866.0,5.64,808.14,0.006928406466512702
202412,RGD,Leeds and York Partnership NHS Foundation Trust,Y63,North East and Yorkshire,QWO,"Support to doctors, nurses & midwives",15.0,8.0,928.0,928.0,12.34667,828.95624,0.016163793103448277
202412,RGM,Royal Papworth Hospital NHS Foundation Trust,Y61,East of England,QUE,Nurses & health visitors,3.0,5.0,763.0,763.0,2.96,709.11667,0.003931847968545216
202412,RGM,Royal Papworth Hospital NHS Foundation Trust,Y61,East of England,QUE,"Support to doctors, nurses & midwives",1.0,6.0,415.0,415.0,1.0,381.15998,0.0024096385542168677
202412,RGN,North West Anglia NHS Foundation Trust,Y61,East of England,QUE,Nurses & health visitors,18.0,18.0,2313.0,2313.0,14.23999,2105.03113,0.007782101167315175
202412,RGN,North West Anglia NHS Foundation Trust,Y61,East of England,QUE,"Support to doctors, nurses & midwives",27.0,36.0,2078.0,2078.0,22.06665,1801.67745,0.012993262752646775
202412,RGP,James Paget University Hospitals NHS Foundation Trust,Y61,East of England,QMM,Nurses & health visitors,7.0,4.0,1161.0,1161.0,6.56,1022.76276,0.006029285099052541
202412,RGP,James Paget University Hospitals NHS Foundation Trust,Y61,East of England,QMM,"Support to doctors, nurses & midwives",10.0,8.0,1165.0,1165.0,6.85786,945.87619,0.008583690987124463
202412,RGR,West Suffolk NHS Foundation Trust,Y61,East of England,QJG,Nurses & health visitors,8.0,4.0,1371.0,1371.0,6.70667,1210.19442,0.005835156819839533
202412,RGR,West Suffolk NHS Foundation Trust,Y61,East of England,QJG,"Support to doctors, nurses & midwives",11.0,12.0,1310.0,1310.0,9.26667,1073.81073,0.008396946564885497
202412,RGT,Cambridge University Hospitals NHS Foundation Trust,Y61,East of England,QUE,Nurses & health visitors,25.0,19.0,4069.0,4069.0,21.35999,3788.39365,0.0061440157286802655
202412,RGT,Cambridge University Hospitals NHS Foundation Trust,Y61,East of England,QUE,"Support to doctors, nurses & midwives",27.0,31.0,2496.0,2496.0,22.49333,2250.10686,0.010817307692307692
