period_end,org_code,org_name,nhse_region_code,nhse_region_name,ics_code,staff_group,leavers_hc,joiners_hc,denom_start_hc,denom_end_hc,leavers_fte,denom_end_fte,leaver_rate
202310,TAJ,Black Country Healthcare NHS Foundation Trust,Y60,Midlands,QUA,Nurses & health visitors,14.0,22.0,,1122.0,12.85334,1021.74796,0.012477718360071301
202310,TAJ,Black Country Healthcare NHS Foundation Trust,Y60,Midlands,QUA,"Support to doctors, nurses & midwives",11.0,12.0,,978.0,10.02666,852.01119,0.011247443762781187
202311,QE1,NHS Lancashire and South Cumbria ICB,Y62,North West,QE1,Nurses & health visitors,3.0,5.0,,169.0,3.0,152.30187,0.01775147928994083
202311,QE1,NHS Lancashire and South Cumbria ICB,Y62,North West,QE1,"Support to doctors, nurses & midwives",,6.0,,18.0,,16.43999,
202311,QF7,NHS South Yorkshire ICB,Y63,North East and Yorkshire,QF7,Nurses & health visitors,2.0,1.0,,152.0,2.0,134.72666,0.013157894736842105
202311,QGH,NHS Herefordshire and Worcestershire ICB,Y60,Midlands,QGH,Nurses & health visitors,3.0,,,87.0,1.7,76.98294,0.034482758620689655
202311,QGH,NHS Herefordshire and Worcestershire ICB,Y60,Midlands,QGH,"Support to doctors, nurses & midwives",,,,21.0,,19.76667,
202311,QH8,NHS Mid and South Essex ICB,Y61,East of England,QH8,Nurses & health visitors,1.0,2.0,,112.0,1.0,99.23333,0.008928571428571428
202311,QHG,"NHS Bedfordshire, Luton and Milton Keynes ICB",Y61,East of England,QHG,Nurses & health visitors,2.0,1.0,,55.0,1.6,47.08668,0.03636363636363636
202311,QHG,"NHS Bedfordshire, Luton and Milton Keynes ICB",Y61,East of England,QHG,"Support to doctors, nurses & midwives",,,,2.0,,1.36,
202311,QHL,NHS Birmingham and Solihull ICB,Y60,Midlands,QHL,Nurses & health visitors,3.0,4.0,,90.0,3.0,84.56853,0.03333333333333333
202311,QHM,NHS North East and North Cumbria ICB,Y63,North East and Yorkshire,QHM,Nurses & health visitors,1.0,,,68.0,1.0,54.33867,0.014705882352941176
202311,QHM,NHS North East and North Cumbria ICB,Y63,North East and Yorkshire,QHM,"Support to doctors, nurses & midwives",,,,3.0,,2.4,
202311,QJ2,NHS Derby and Derbyshire ICB,Y60,Midlands,QJ2,Nurses & health visitors,,,,19.0,,17.20667,
202311,QJG,NHS Suffolk and North East Essex ICB,Y61,East of England,QJG,Nurses & health visitors,1.0,1.0,,78.0,1.0,68.45333,0.01282051282051282
202311,QJG,NHS Suffolk and North East Essex ICB,Y61,East of England,QJG,"Support to doctors, nurses & midwives",2.0,,,15.0,0.30937,7.75454,0.13333333333333333
202311,QJK,NHS Devon ICB,Y58,South West,QJK,Nurses & health visitors,2.0,,,68.0,2.0,59.90667,0.029411764705882353
202311,QJK,NHS Devon ICB,Y58,South West,QJK,"Support to doctors, nurses & midwives",,,,7.0,,6.4,
202311,QJM,NHS Lincolnshire ICB,Y60,Midlands,QJM,Nurses & health visitors,,,,54.0,,49.8,
202311,QJM,NHS Lincolnshire ICB,Y60,Midlands,QJM,"Support to doctors, nurses & midwives",,,,1.0,,1.0,
202311,QK1,"NHS Leicester, Leicestershire and Rutland ICB",Y60,Midlands,QK1,Nurses & health visitors,,,,26.0,,22.85333,
202311,QK1,"NHS Leicester, Leicestershire and Rutland ICB",Y60,Midlands,QK1,"Support to doctors, nurses & midwives",,,,16.0,,14.22667,
202311,QKK,NHS South East London ICB,Y56,London,QKK,Nurses & health visitors,1.0,,,55.0,0.49333,43.79999,0.01818181818181818
202311,QKS,NHS Kent and Medway ICB,Y59,South East,QKS,Nurses & health visitors,1.0,1.0,,62.0,0.8,57.36,0.016129032258064516
202311,QM7,NHS Hertfordshire and West Essex ICB,Y61,East of England,QM7,Nurses & health visitors,,,,64.0,,59.73333,
202311,QM7,NHS Hertfordshire and West Essex ICB,Y61,East of England,QM7,"Support to doctors, nurses & midwives",,1.0,,7.0,,6.2,
202311,QMF,NHS North East London ICB,Y56,London,QMF,Nurses & health visitors,1.0,,,27.0,1.0,24.90667,0.037037037037037035
202311,QMF,NHS North East London ICB,Y56,London,QMF,"Support to doctors, nurses & midwives",,,,1.0,,1.0,
202311,QMJ,NHS North Central London ICB,Y56,London,QMJ,Nurses & health visitors,,,,21.0,,20.18386,
202311,QMJ,NHS North Central London ICB,Y56,London,QMJ,"Support to doctors, nurses & midwives",,,,1.0,,1.0,
202311,QMM,NHS Norfolk and Waveney ICB,Y61,East of England,QMM,Nurses & health visitors,,1.0,,108.0,,94.40104,
202311,QNC,NHS Staffordshire and Stoke-on-Trent ICB,Y60,Midlands,QNC,Nurses & health visitors,,,,22.0,,17.67999,
202311,QNC,NHS Staffordshire and Stoke-on-Trent ICB,Y60,Midlands,QNC,"Support to doctors, nurses & midwives",,,,2.0,,2.0,
202311,QNQ,NHS Frimley ICB,Y59,South East,QNQ,Nurses & health visitors,,2.0,,39.0,,32.66665,
202311,QNX,NHS Sussex ICB,Y59,South East,QNX,Nurses & health visitors,4.0,,,174.0,3.30667,152.67334,0.022988505747126436
202311,QOC,"NHS Shropshire, Telford and Wrekin ICB",Y60,Midlands,QOC,Nurses & health visitors,,1.0,,38.0,,32.73334,
202311,QOC,"NHS Shropshire, Telford and Wrekin ICB",Y60,Midlands,QOC,"Support to doctors, nurses & midwives",2.0,,,82.0,2.0,70.03334,0.024390243902439025
202311,QOP,NHS Greater Manchester ICB,Y62,North West,QOP,Nurses & health visitors,2.0,1.0,,207.0,2.0,187.38,0.00966183574879227
202311,QOQ,NHS Humber and North Yorkshire ICB,Y63,North East and Yorkshire,QOQ,Nurses & health visitors,2.0,1.0,,127.0,1.8,113.43333,0.015748031496062992
202311,QOQ,NHS Humber and North Yorkshire ICB,Y63,North East and Yorkshire,QOQ,"Support to doctors, nurses & midwives",,,,15.0,,13.0,
202311,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB",Y58,South West,QOX,Nurses & health visitors,1.0,2.0,,69.0,1.0,60.37333,0.014492753623188406
202311,QPM,NHS Northamptonshire ICB,Y60,Midlands,QPM,Nurses & health visitors,,1.0,,26.0,,25.28,
202311,QR1,NHS Gloucestershire ICB,Y58,South West,QR1,Nurses & health visitors,,1.0,,70.0,,58.16001,
202311,QR1,NHS Gloucestershire ICB,Y58,South West,QR1,"Support to doctors, nurses & midwives",,,,12.0,,10.06667,
202311,QRL,NHS Hampshire and Isle of Wight ICB,Y59,South East,QRL,Nurses & health visitors,2.0,,,139.0,1.8,127.51333,0.014388489208633094
202311,QRV,NHS North West London ICB,Y56,London,QRV,Nurses & health visitors,,1.0,,103.0,,93.22667,
202311,QSL,NHS Somerset ICB,Y58,South West,QSL,Nurses & health visitors,2.0,,,60.0,1.8,50.30182,0.03333333333333333
202311,QSL,NHS Somerset ICB,Y58,South West,QSL,"Support to doctors, nurses & midwives",,,,6.0,,6.0,
202311,QT1,NHS Nottingham and Nottinghamshire ICB,Y60,Midlands,QT1,Nurses & health visitors,2.0,,,52.0,2.0,47.24,0.038461538461538464
202311,QT1,NHS Nottingham and Nottinghamshire ICB,Y60,Midlands,QT1,"Support to doctors, nurses & midwives",,,,1.0,,0.4,
202311,QT6,NHS Cornwall and the Isles of Scilly ICB,Y58,South West,QT6,Nurses & health visitors,,,,63.0,,51.41335,
202311,QT6,NHS Cornwall and the Isles of Scilly ICB,Y58,South West,QT6,"Support to doctors, nurses & midwives",,,,1.0,,1.0,
202311,QU9,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB",Y59,South East,QU9,Nurses & health visitors,,5.0,,75.0,,63.47734,
202311,QUA,NHS Black Country ICB,Y60,Midlands,QUA,Nurses & health visitors,,2.0,,79.0,,69.87014,
202311,QUE,NHS Cambridgeshire and Peterborough ICB,Y61,East of England,QUE,Nurses & health visitors,1.0,,,62.0,1.0,57.93334,0.016129032258064516
202311,QUY,"NHS Bristol, North Somerset and South Gloucestershire ICB",Y58,South West,QUY,Nurses & health visitors,1.0,,,79.0,0.4,69.69334,0.012658227848101266
202311,QVV,NHS Dorset ICB,Y58,South West,QVV,Nurses & health visitors,,1.0,,62.0,,49.74667,
202311,QVV,NHS Dorset ICB,Y58,South West,QVV,"Support to doctors, nurses & midwives",,1.0,,44.0,,35.55468,
202311,QWE,NHS South West London ICB,Y56,London,QWE,Nurses & health visitors,1.0,1.0,,37.0,1.0,36.02,0.02702702702702703
202311,QWE,NHS South West London ICB,Y56,London,QWE,"Support to doctors, nurses & midwives",1.0,,,8.0,1.0,8.0,0.125
202311,QWO,NHS West Yorkshire ICB,Y63,North East and Yorkshire,QWO,Nurses & health visitors,1.0,4.0,,150.0,0.6,130.86313,0.006666666666666667
202311,QWO,NHS West Yorkshire ICB,Y63,North East and Yorkshire,QWO,"Support to doctors, nurses & midwives",2.0,,,12.0,2.0,10.08,0.16666666666666666
202311,QWU,NHS Coventry and Warwickshire ICB,Y60,Midlands,QWU,Nurses & health visitors,1.0,4.0,,69.0,1.0,61.40667,0.014492753623188406
202311,QXU,NHS Surrey Heartlands ICB,Y59,South East,QXU,Nurses & health visitors,,,,33.0,,30.30667,
202311,QXU,NHS Surrey Heartlands ICB,Y59,South East,QXU,"Support to doctors, nurses & midwives",,,,4.0,,3.0,
202311,QYG,NHS Cheshire and Merseyside ICB,Y62,North West,QYG,Nurses & health visitors,2.0,1.0,,159.0,1.6,144.92268,0.012578616352201259
202311,QYG,NHS Cheshire and Merseyside ICB,Y62,North West,QYG,"Support to doctors, nurses & midwives",1.0,1.0,,27.0,1.0,25.12,0.037037037037037035
202311,R0A,Manchester University NHS Foundation Trust,Y62,North West,QOP,Nurses & health visitors,68.0,64.0,,9056.0,59.69332,8317.87086,0.007508833922261484
202311,R0A,Manchester University NHS Foundation Trust,Y62,North West,QOP,"Support to doctors, nurses & midwives",70.0,184.0,,6194.0,53.74666,5426.09289,0.011301259283177269
202311,R0B,South Tyneside and Sunderland NHS Foundation Trust,Y63,North East and Yorkshire,QHM,Nurses & health visitors,29.0,21.0,,3150.0,24.79333,2849.61327,0.009206349206349206
202311,R0B,South Tyneside and Sunderland NHS Foundation Trust,Y63,North East and Yorkshire,QHM,"Support to doctors, nurses & midwives",24.0,43.0,,2439.0,18.04,2028.84998,0.00984009840098401
202311,R0D,University Hospitals Dorset NHS Foundation Trust,Y58,South West,QVV,Nurses & health visitors,19.0,17.0,,2619.0,18.26667,2347.82955,0.007254677357770141
202311,R0D,University Hospitals Dorset NHS Foundation Trust,Y58,South West,QVV,"Support to doctors, nurses & midwives",20.0,71.0,,2487.0,17.15333,2100.3857,0.008041817450743867
202311,R1A,Herefordshire and Worcestershire Health and Care NHS Trust,Y60,Midlands,QGH,Nurses & health visitors,16.0,12.0,,1466.0,14.62666,1269.18145,0.010914051841746248
202311,R1A,Herefordshire and Worcestershire Health and Care NHS Trust,Y60,Midlands,QGH,"Support to doctors, nurses & midwives",12.0,29.0,,1439.0,9.37333,1184.62928,0.008339124391938846
202311,R1C,Solent NHS Trust,Y59,South East,QRL,Nurses & health visitors,7.0,10.0,,1037.0,5.26667,891.80866,0.006750241080038573
202311,R1C,Solent NHS Trust,Y59,South East,QRL,"Support to doctors, nurses & midwives",16.0,21.0,,1051.0,12.43948,880.10957,0.015223596574690771
202311,R1D,Shropshire Community Health NHS Trust,Y60,Midlands,QOC,Nurses & health visitors,4.0,8.0,,596.0,3.52,493.45824,0.006711409395973154
202311,R1D,Shropshire Community Health NHS Trust,Y60,Midlands,QOC,"Support to doctors, nurses & midwives",1.0,7.0,,302.0,1.0,243.16958,0.0033112582781456954
202311,R1F,Isle of Wight NHS Trust,Y59,South East,QRL,Nurses & health visitors,8.0,2.0,,1032.0,6.62667,949.9666,0.007751937984496124
202311,R1F,Isle of Wight NHS Trust,Y59,South East,QRL,"Support to doctors, nurses & midwives",14.0,27.0,,1053.0,9.66,922.04397,0.013295346628679962
202311,R1H,Barts Health NHS Trust,Y56,London,QMF,Nurses & health visitors,48.0,94.0,,5341.0,42.84346,5036.66055,0.008987081070960494
202311,R1H,Barts Health NHS Trust,Y56,London,QMF,"Support to doctors, nurses & midwives",43.0,71.0,,3486.0,37.87331,3181.09743,0.012335054503729202
202311,R1K,London North West University Healthcare NHS Trust,Y56,London,QRV,Nurses & health visitors,32.0,29.0,,2776.0,28.57333,2646.89129,0.011527377521613832
202311,R1K,London North West University Healthcare NHS Trust,Y56,London,QRV,"Support to doctors, nurses & midwives",28.0,42.0,,2249.0,24.35645,2102.6648,0.012449977767896843
202311,R1L,Essex Partnership University NHS Foundation Trust,Y61,East of England,QH8,Nurses & health visitors,24.0,24.0,,1939.0,21.88079,1759.23325,0.012377514182568335
202311,R1L,Essex Partnership University NHS Foundation Trust,Y61,East of England,QH8,"Support to doctors, nurses & midwives",23.0,60.0,,1809.0,17.79999,1598.4392,0.01271420674405749
202311,RA2,Royal Surrey County Hospital NHS Foundation Trust,Y59,South East,QXU,Nurses & health visitors,12.0,10.0,,1394.0,9.72,1273.86468,0.00860832137733142
202311,RA2,Royal Surrey County Hospital NHS Foundation Trust,Y59,South East,QXU,"Support to doctors, nurses & midwives",14.0,24.0,,1009.0,12.41333,882.36895,0.013875123885034688
202311,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,Y58,South West,QUY,Nurses & health visitors,29.0,31.0,,3713.0,23.05666,3275.6489,0.007810395906275249
202311,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,Y58,South West,QUY,"Support to doctors, nurses & midwives",36.0,125.0,,3219.0,26.55997,2752.62531,0.011183597390493943
202311,RA9,Torbay and South Devon NHS Foundation Trust,Y58,South West,QJK,Nurses & health visitors,11.0,8.0,,1535.0,9.05333,1324.89634,0.0071661237785016286
202311,RA9,Torbay and South Devon NHS Foundation Trust,Y58,South West,QJK,"Support to doctors, nurses & midwives",16.0,44.0,,1807.0,12.04,1490.44138,0.008854454897620365
202311,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Y63,North East and Yorkshire,QWO,Nurses & health visitors,15.0,22.0,,1622.0,13.27999,1457.46701,0.009247842170160296
202311,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Y63,North East and Yorkshire,QWO,"Support to doctors, nurses & midwives",24.0,84.0,,1637.0,18.99998,1416.53345,0.014660965180207697
202311,RAJ,Mid and South Essex NHS Foundation Trust,Y61,East of England,QH8,Nurses & health visitors,37.0,44.0,,4674.0,31.08,4264.69987,0.007916131792896876
202311,RAJ,Mid and South Essex NHS Foundation Trust,Y61,East of England,QH8,"Support to doctors, nurses & midwives",56.0,134.0,,4637.0,46.53999,4016.40939,0.012076773776148372
202311,RAL,Royal Free London NHS Foundation Trust,Y56,London,QMJ,Nurses & health visitors,25.0,30.0,,3348.0,23.76333,3178.94713,0.007467144563918757
202311,RAL,Royal Free London NHS Foundation Trust,Y56,London,QMJ,"Support to doctors, nurses & midwives",32.0,23.0,,2439.0,28.55332,2258.07825,0.013120131201312012
202311,RAN,Royal National Orthopaedic Hospital NHS Trust,Y56,London,QRV,Nurses & health visitors,3.0,8.0,,433.0,3.0,399.46744,0.006928406466512702
202311,RAN,Royal National Orthopaedic Hospital NHS Trust,Y56,London,QRV,"Support to doctors, nurses & midwives",6.0,10.0,,396.0,6.0,360.45996,0.015151515151515152
202311,RAP,North Middlesex University Hospital NHS Trust,Y56,London,QMJ,Nurses & health visitors,10.0,39.0,,1470.0,9.38987,1364.84284,0.006802721088435374
202311,RAP,North Middlesex University Hospital NHS Trust,Y56,London,QMJ,"Support to doctors, nurses & midwives",18.0,26.0,,1287.0,15.97067,1151.26983,0.013986013986013986
202311,RAS,Hillingdon Hospitals NHS Foundation Trust,Y56,London,QRV,Nurses & health visitors,8.0,12.0,,981.0,7.24,920.57994,0.00815494393476045
202311,RAS,Hillingdon Hospitals NHS Foundation Trust,Y56,London,QRV,"Support to doctors, nurses & midwives",11.0,18.0,,815.0,9.75333,746.56442,0.013496932515337423
202311,RAT,North East London NHS Foundation Trust,Y56,London,QMF,Nurses & health visitors,21.0,51.0,,2174.0,19.32,1996.12727,0.009659613615455382
202311,RAT,North East London NHS Foundation Trust,Y56,London,QMF,"Support to doctors, nurses & midwives",19.0,64.0,,1694.0,14.65893,1468.91356,0.011216056670602124
202311,RAX,Kingston Hospital NHS Foundation Trust,Y56,London,QWE,Nurses & health visitors,10.0,18.0,,1154.0,8.72666,1086.46315,0.008665511265164644
202311,RAX,Kingston Hospital NHS Foundation Trust,Y56,London,QWE,"Support to doctors, nurses & midwives",12.0,53.0,,1090.0,10.89333,983.16251,0.011009174311926606
202311,RBD,Dorset County Hospital NHS Foundation Trust,Y58,South West,QVV,Nurses & health visitors,3.0,9.0,,896.0,2.84,800.33405,0.0033482142857142855
202311,RBD,Dorset County Hospital NHS Foundation Trust,Y58,South West,QVV,"Support to doctors, nurses & midwives",16.0,53.0,,906.0,14.88,781.26475,0.017660044150110375
202311,RBK,Walsall Healthcare NHS Trust,Y60,Midlands,QUA,Nurses & health visitors,11.0,12.0,,1576.0,9.45333,1407.18277,0.006979695431472081
202311,RBK,Walsall Healthcare NHS Trust,Y60,Midlands,QUA,"Support to doctors, nurses & midwives",14.0,14.0,,1300.0,11.28,1119.17145,0.010769230769230769
202311,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Y62,North West,QYG,Nurses & health visitors,16.0,14.0,,1720.0,14.36667,1535.12194,0.009302325581395349
202311,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Y62,North West,QYG,"Support to doctors, nurses & midwives",22.0,33.0,,1784.0,18.97199,1509.87767,0.01233183856502242
202311,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,Y62,North West,QYG,Nurses & health visitors,24.0,17.0,,2907.0,21.66666,2637.05838,0.008255933952528379
202311,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,Y62,North West,QYG,"Support to doctors, nurses & midwives",26.0,67.0,,2791.0,20.6,2357.14279,0.009315657470440702
202311,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,Y62,North West,QYG,Nurses & health visitors,12.0,2.0,,664.0,10.56401,623.44058,0.018072289156626505
202311,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,Y62,North West,QYG,"Support to doctors, nurses & midwives",3.0,2.0,,344.0,1.67787,306.96094,0.00872093023255814
202311,RBS,Alder Hey Children's NHS Foundation Trust,Y62,North West,QYG,Nurses & health visitors,10.0,6.0,,1351.0,9.22666,1227.0528,0.007401924500370096
202311,RBS,Alder Hey Children's NHS Foundation Trust,Y62,North West,QYG,"Support to doctors, nurses & midwives",6.0,38.0,,873.0,5.1,758.31834,0.006872852233676976
202311,RBT,Mid Cheshire Hospitals NHS Foundation Trust,Y62,North West,QYG,Nurses & health visitors,10.0,7.0,,1551.0,7.64,1381.29321,0.006447453255963894
202311,RBT,Mid Cheshire Hospitals NHS Foundation Trust,Y62,North West,QYG,"Support to doctors, nurses & midwives",20.0,30.0,,1663.0,17.03334,1348.97315,0.012026458208057728
202311,RBV,Christie NHS Foundation Trust,Y62,North West,QOP,Nurses & health visitors,10.0,12.0,,882.0,8.96667,809.72402,0.011337868480725623
202311,RBV,Christie NHS Foundation Trust,Y62,North West,QOP,"Support to doctors, nurses & midwives",10.0,22.0,,758.0,8.96,689.43065,0.013192612137203167
202311,RC9,Bedfordshire Hospitals NHS Foundation Trust,Y61,East of England,QHG,Nurses & health visitors,18.0,29.0,,2359.0,16.64666,2189.04518,0.007630351844001695
202311,RC9,Bedfordshire Hospitals NHS Foundation Trust,Y61,East of England,QHG,"Support to doctors, nurses & midwives",22.0,80.0,,2252.0,19.04,2003.1757,0.009769094138543518
202311,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,Y63,North East and Yorkshire,QOQ,Nurses & health visitors,11.0,20.0,,2425.0,9.6,2129.1325,0.004536082474226804
202311,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,Y63,North East and Yorkshire,QOQ,"Support to doctors, nurses & midwives",37.0,51.0,,2624.0,28.16666,2161.52338,0.014100609756097561
202311,RCD,Harrogate and District NHS Foundation Trust,Y63,North East and Yorkshire,QOQ,Nurses & health visitors,13.0,14.0,,1875.0,11.56,1599.40092,0.006933333333333333
202311,RCD,Harrogate and District NHS Foundation Trust,Y63,North East and Yorkshire,QOQ,"Support to doctors, nurses & midwives",12.0,46.0,,1429.0,9.61333,1176.72449,0.008397480755773267
202311,RCF,Airedale NHS Foundation Trust,Y63,North East and Yorkshire,QWO,Nurses & health visitors,10.0,11.0,,859.0,8.62666,751.40812,0.011641443538998836
202311,RCF,Airedale NHS Foundation Trust,Y63,North East and Yorkshire,QWO,"Support to doctors, nurses & midwives",15.0,28.0,,949.0,11.54666,783.82496,0.015806111696522657
202311,RCU,Sheffield Children's NHS Foundation Trust,Y63,North East and Yorkshire,QF7,Nurses & health visitors,4.0,10.0,,1118.0,2.92,954.77983,0.0035778175313059034
202311,RCU,Sheffield Children's NHS Foundation Trust,Y63,North East and Yorkshire,QF7,"Support to doctors, nurses & midwives",13.0,19.0,,1113.0,10.53333,879.63426,0.011680143755615454
202311,RCX,Queen Elizabeth Hospital King's Lynn NHS Foundation Trust,Y61,East of England,QMM,Nurses & health visitors,13.0,5.0,,974.0,11.01333,898.35998,0.013347022587268994
202311,RCX,Queen Elizabeth Hospital King's Lynn NHS Foundation Trust,Y61,East of England,QMM,"Support to doctors, nurses & midwives",26.0,23.0,,1157.0,19.81352,971.08847,0.02247191011235955
202311,RD1,Royal United Hospitals Bath NHS Foundation Trust,Y58,South West,QOX,Nurses & health visitors,16.0,7.0,,1824.0,13.50667,1604.14269,0.008771929824561403
202311,RD1,Royal United Hospitals Bath NHS Foundation Trust,Y58,South West,QOX,"Support to doctors, nurses & midwives",16.0,28.0,,1502.0,13.90666,1258.27379,0.010652463382157125
202311,RD8,Milton Keynes University Hospital NHS Foundation Trust,Y61,East of England,QHG,Nurses & health visitors,11.0,18.0,,1145.0,8.69334,1004.21998,0.00960698689956332
202311,RD8,Milton Keynes University Hospital NHS Foundation Trust,Y61,East of England,QHG,"Support to doctors, nurses & midwives",12.0,33.0,,996.0,8.70667,852.58192,0.012048192771084338
202311,RDE,East Suffolk and North Essex NHS Foundation Trust,Y61,East of England,QJG,Nurses & health visitors,32.0,24.0,,3339.0,27.06,2941.13115,0.009583707696915245
202311,RDE,East Suffolk and North Essex NHS Foundation Trust,Y61,East of England,QJG,"Support to doctors, nurses & midwives",43.0,72.0,,2856.0,34.43998,2380.28554,0.015056022408963586
202311,RDR,Sussex Community NHS Foundation Trust,Y59,South East,QNX,Nurses & health visitors,22.0,17.0,,1641.0,16.02667,1347.71999,0.01340645947592931
202311,RDR,Sussex Community NHS Foundation Trust,Y59,South East,QNX,"Support to doctors, nurses & midwives",24.0,31.0,,1638.0,17.02906,1334.09307,0.014652014652014652
202311,RDU,Frimley Health NHS Foundation Trust,Y59,South East,QNQ,Nurses & health visitors,29.0,35.0,,3082.0,24.54666,2863.02105,0.009409474367293965
202311,RDU,Frimley Health NHS Foundation Trust,Y59,South East,QNQ,"Support to doctors, nurses & midwives",32.0,90.0,,2079.0,27.36,1851.64368,0.015392015392015393
202311,RDY,Dorset Healthcare University NHS Foundation Trust,Y58,South West,QVV,Nurses & health visitors,13.0,17.0,,1885.0,9.8392,1555.6507,0.006896551724137931
202311,RDY,Dorset Healthcare University NHS Foundation Trust,Y58,South West,QVV,"Support to doctors, nurses & midwives",24.0,38.0,,2043.0,18.13437,1640.81389,0.011747430249632892
202311,REF,Royal Cornwall Hospitals NHS Trust,Y58,South West,QT6,Nurses & health visitors,13.0,16.0,,1640.0,10.86667,1423.76016,0.007926829268292683
202311,REF,Royal Cornwall Hospitals NHS Trust,Y58,South West,QT6,"Support to doctors, nurses & midwives",35.0,56.0,,1659.0,29.86665,1444.27172,0.02109704641350211
202311,REM,Liverpool University Hospitals NHS Foundation Trust,Y62,North West,QYG,Nurses & health visitors,24.0,67.0,,4095.0,20.93334,3784.16745,0.005860805860805861
202311,REM,Liverpool University Hospitals NHS Foundation Trust,Y62,North West,QYG,"Support to doctors, nurses & midwives",57.0,99.0,,3680.0,48.21493,3209.29552,0.01548913043478261
202311,REN,Clatterbridge Cancer Centre NHS Foundation Trust,Y62,North West,QYG,Nurses & health visitors,3.0,6.0,,473.0,2.56,444.72,0.006342494714587738
202311,REN,Clatterbridge Cancer Centre NHS Foundation Trust,Y62,North West,QYG,"Support to doctors, nurses & midwives",4.0,13.0,,473.0,3.8,417.21603,0.008456659619450317
202311,REP,Liverpool Women's NHS Foundation Trust,Y62,North West,QYG,Nurses & health visitors,5.0,1.0,,447.0,4.22666,397.84662,0.011185682326621925
202311,REP,Liverpool Women's NHS Foundation Trust,Y62,North West,QYG,"Support to doctors, nurses & midwives",7.0,4.0,,398.0,5.43999,341.25992,0.017587939698492462
202311,RET,Walton Centre NHS Foundation Trust,Y62,North West,QYG,Nurses & health visitors,2.0,2.0,,435.0,1.72427,398.4219,0.004597701149425287
202311,RET,Walton Centre NHS Foundation Trust,Y62,North West,QYG,"Support to doctors, nurses & midwives",3.0,5.0,,332.0,2.64,289.16338,0.009036144578313253
202311,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Y56,London,QMF,Nurses & health visitors,13.0,28.0,,2297.0,12.22666,2144.77402,0.0056595559425337396
202311,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Y56,London,QMF,"Support to doctors, nurses & midwives",19.0,37.0,,2177.0,18.29333,1973.6071,0.008727606798346348
202311,RFF,Barnsley Hospital NHS Foundation Trust,Y63,North East and Yorkshire,QF7,Nurses & health visitors,8.0,9.0,,1193.0,6.8,1071.92683,0.006705783738474434
202311,RFF,Barnsley Hospital NHS Foundation Trust,Y63,North East and Yorkshire,QF7,"Support to doctors, nurses & midwives",7.0,19.0,,1221.0,5.16,1029.8995,0.005733005733005733
202311,RFR,Rotherham NHS Foundation Trust,Y63,North East and Yorkshire,QF7,Nurses & health visitors,6.0,18.0,,1337.0,5.74667,1151.68116,0.004487658937920718
202311,RFR,Rotherham NHS Foundation Trust,Y63,North East and Yorkshire,QF7,"Support to doctors, nurses & midwives",13.0,29.0,,1279.0,9.98001,1030.64394,0.010164190774042221
202311,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Y60,Midlands,QJ2,Nurses & health visitors,9.0,16.0,,1322.0,7.98666,1147.51683,0.00680786686838124
202311,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Y60,Midlands,QJ2,"Support to doctors, nurses & midwives",12.0,27.0,,1166.0,8.23495,935.64958,0.010291595197255575
202311,RGD,Leeds and York Partnership NHS Foundation Trust,Y63,North East and Yorkshire,QWO,Nurses & health visitors,8.0,8.0,,821.0,7.3,766.32932,0.0097442143727162
202311,RGD,Leeds and York Partnership NHS Foundation Trust,Y63,North East and Yorkshire,QWO,"Support to doctors, nurses & midwives",20.0,24.0,,923.0,17.57334,828.47624,0.021668472372697724
202311,RGM,Royal Papworth Hospital NHS Foundation Trust,Y61,East of England,QUE,Nurses & health visitors,7.0,7.0,,702.0,6.92,652.16667,0.009971509971509971
202311,RGM,Royal Papworth Hospital NHS Foundation Trust,Y61,East of England,QUE,"Support to doctors, nurses & midwives",4.0,10.0,,404.0,3.8,373.39544,0.009900990099009901
202311,RGN,North West Anglia NHS Foundation Trust,Y61,East of England,QUE,Nurses & health visitors,18.0,20.0,,2213.0,14.21999,2014.41918,0.008133755083596927
202311,RGN,North West Anglia NHS Foundation Trust,Y61,East of England,QUE,"Support to doctors, nurses & midwives",26.0,79.0,,1972.0,22.24666,1700.24465,0.013184584178498986
202311,RGP,James Paget University Hospitals NHS Foundation Trust,Y61,East of England,QMM,Nurses & health visitors,4.0,5.0,,1156.0,3.4,1028.47663,0.0034602076124567475
